tanggal_waktu,target_karbon_monoksida,target_benzena,target_nitrogen_oksida
2011-01-02 18:00:00,2.8,8.775650731240786,450.7
2011-01-02 19:00:00,2.9,10.502542595459966,472.7
2011-01-02 20:00:00,3.4,13.009989174919578,559.7
2011-01-02 21:00:00,2.9,-93.49500541254021,470.0
2011-01-02 22:00:00,3.2,-146.7475027062701,505.7
2011-01-02 23:00:00,3.1,-173.37375135313505,482.4
2011-01-03 00:00:00,3.0,-186.68687567656752,436.1
2011-01-03 01:00:00,3.4,-193.34343783828376,472.0
2011-01-03 02:00:00,3.0,-196.67171891914188,378.9
2011-01-03 03:00:00,2.7,-198.33585945957094,332.35
2011-01-03 04:00:00,1.9000000000000001,-199.16792972978547,285.8
2011-01-03 05:00:00,1.1,-199.58396486489272,155.4
2011-01-03 06:00:00,1.4,-199.79198243244636,264.2
2011-01-03 07:00:00,1.8,-199.8959912162232,366.2
2011-01-03 08:00:00,3.6,-199.9479956081116,621.8
2011-01-03 09:00:00,3.1,-199.97399780405578,550.8
2011-01-03 10:00:00,1.9,-199.9869989020279,349.0
2011-01-03 11:00:00,1.7,-199.99349945101395,284.9
2011-01-03 12:00:00,1.7,-199.99674972550696,265.4
2011-01-03 13:00:00,1.6,-199.99837486275348,222.4
2011-01-03 14:00:00,1.6,-199.99918743137675,237.2
2011-01-03 15:00:00,1.7,-199.99959371568838,293.5
2011-01-03 16:00:00,2.2,-199.9997968578442,329.4
2011-01-03 17:00:00,3.3,-199.9998984289221,487.4
2011-01-03 18:00:00,3.9,-199.99994921446105,604.2
2011-01-03 19:00:00,5.0,-199.9999746072305,728.4
2011-01-03 20:00:00,4.2,-199.99998730361526,652.7
2011-01-03 21:00:00,3.2,-199.99999365180764,509.4
2011-01-03 22:00:00,1.7,-199.99999682590382,276.8
2011-01-03 23:00:00,1.5,-199.99999841295192,267.9
2011-01-04 00:00:00,1.3,-199.99999920647596,192.5
2011-01-04 01:00:00,1.2,-199.999999603238,166.8
2011-01-04 02:00:00,1.3,-199.999999801619,158.6
2011-01-04 03:00:00,0.8,-199.99999990080948,123.75
2011-01-04 04:00:00,0.6,-199.99999995040474,88.9
2011-01-04 05:00:00,0.8,-199.99999997520237,97.2
2011-01-04 06:00:00,0.9,-199.9999999876012,181.6
2011-01-04 07:00:00,1.1,-199.9999999938006,262.0
2011-01-04 08:00:00,3.4,-199.9999999969003,560.6
2011-01-04 09:00:00,3.6,-199.99999999845016,540.3
2011-01-04 10:00:00,3.1,-199.99999999922508,480.4
2011-01-04 11:00:00,3.3,-199.99999999961256,607.8
2011-01-04 12:00:00,3.4,-199.99999999980628,584.2
2011-01-04 13:00:00,2.8,-199.99999999990314,425.8
2011-01-04 14:00:00,2.6,-199.99999999995157,397.2
2011-01-04 15:00:00,3.0,-199.99999999997578,473.2
2011-01-04 16:00:00,2.9,-199.9999999999879,368.5
2011-01-04 17:00:00,3.8,-199.99999999999395,531.7
2011-01-04 18:00:00,3.8,-199.999999999997,498.2
2011-01-04 19:00:00,3.6,-199.9999999999985,486.8
2011-01-04 20:00:00,4.5,-199.99999999999926,628.8
2011-01-04 21:00:00,3.7,-199.99999999999963,502.2
2011-01-04 22:00:00,2.4,-199.99999999999983,380.6
2011-01-04 23:00:00,1.7,-199.99999999999991,249.7
2011-01-05 00:00:00,1.7,-97.20934866041169,265.6
2011-01-05 01:00:00,1.7,5.581302679176529,226.1
2011-01-05 02:00:00,1.9,8.050252104073985,258.6
2011-01-05 03:00:00,2.0,8.53088910572999,259.3
2011-01-05 04:00:00,2.0,7.748421496443901,260.0
2011-01-05 05:00:00,1.7,6.849891943840394,241.9
2011-01-05 06:00:00,1.8,8.123422119877722,267.4
2011-01-05 07:00:00,2.2,11.116640655817063,410.9
2011-01-05 08:00:00,3.7,16.44582406398566,669.8
2011-01-05 09:00:00,4.8,21.636312385375,829.5
2011-01-05 10:00:00,4.8,19.308644976828855,844.5
2011-01-05 11:00:00,5.2,22.932518576624254,992.0
2011-01-05 12:00:00,5.9,25.34221830888116,1129.9
2011-01-05 13:00:00,5.9,25.173767956059887,976.6
2011-01-05 14:00:00,3.1,13.182230127749888,459.2
2011-01-05 15:00:00,2.6,13.850130929670096,346.3
2011-01-05 16:00:00,2.8,13.834795263224649,383.1
2011-01-05 17:00:00,2.8,13.453760957164876,414.4
2011-01-05 18:00:00,2.8,13.453760957164876,369.9
2011-01-05 19:00:00,3.1,14.981190048066997,400.1
2011-01-05 20:00:00,3.3,14.91780198921513,377.6
2011-01-05 21:00:00,2.7,11.896096062617145,356.9
2011-01-05 22:00:00,2.3,9.190126573053254,333.2
2011-01-05 23:00:00,1.6,5.956122343665647,226.6
2011-01-06 00:00:00,1.6,5.649154155725517,202.8
2011-01-06 01:00:00,1.7,5.431203339043807,209.7
2011-01-06 02:00:00,1.6,5.395234084738762,198.1
2011-01-06 03:00:00,1.4,3.478432739697483,143.55
2011-01-06 04:00:00,1.15,2.533156691548873,89.0
2011-01-06 05:00:00,0.9,3.448698810469343,88.8
2011-01-06 06:00:00,0.8,1.7917691381845675,100.6
2011-01-06 07:00:00,0.7,2.6457215096105893,104.1
2011-01-06 08:00:00,1.1,4.023051532017862,191.6
2011-01-06 09:00:00,1.5,6.2317436447591925,236.5
2011-01-06 10:00:00,1.5,5.817659747566895,210.5
2011-01-06 11:00:00,1.6,6.297366924277402,230.2
2011-01-06 12:00:00,1.6,5.860115705535284,239.5
2011-01-06 13:00:00,2.0,8.537128148519281,295.4
2011-01-06 14:00:00,1.7,6.160982751377795,242.6
2011-01-06 15:00:00,1.5,6.368789264357057,195.8
2011-01-06 16:00:00,2.0,7.8504920260883315,237.2
2011-01-06 17:00:00,1.9,7.664791387485363,274.4
2011-01-06 18:00:00,2.1,8.898078347600162,352.1
2011-01-06 19:00:00,2.8,12.389162076428056,487.6
2011-01-06 20:00:00,2.7,11.341067288775244,425.9
2011-01-06 21:00:00,2.4,8.381735969623461,376.4
2011-01-06 22:00:00,1.6,7.287422947152213,237.2
2011-01-06 23:00:00,1.7,5.870750253780853,198.5
2011-01-07 00:00:00,1.3,4.331267414137387,163.9
2011-01-07 01:00:00,1.4,3.5725896205436136,141.9
2011-01-07 02:00:00,1.2,3.141056393473606,142.4
2011-01-07 03:00:00,1.0,2.5034923538874008,134.65
2011-01-07 04:00:00,1.0,2.4629473984519596,126.9
2011-01-07 05:00:00,0.6,1.442220421528291,73.4
2011-01-07 06:00:00,0.7,1.7693789354604086,99.6
2011-01-07 07:00:00,1.0,3.1125911650019615,125.9
2011-01-07 08:00:00,1.7,7.623121501642551,284.4
2011-01-07 09:00:00,3.0,15.25186639323188,418.5
2011-01-07 10:00:00,2.4,9.280463860059642,432.0
2011-01-07 11:00:00,2.2,10.970401144780768,310.4
2011-01-07 12:00:00,2.6,10.557133221495256,446.3
2011-01-07 13:00:00,2.5,11.432786377520735,464.4
2011-01-07 14:00:00,3.0,13.129706743219696,504.9
2011-01-07 15:00:00,3.3,14.775598053926105,563.6
2011-01-07 16:00:00,3.8,16.487108109675482,625.4
2011-01-07 17:00:00,3.6,16.50363408226432,589.9
2011-01-07 18:00:00,5.0,21.469616535835723,711.9
2011-01-07 19:00:00,5.7,22.205307711396188,722.5
2011-01-07 20:00:00,5.0,20.517273193429688,707.4
2011-01-07 21:00:00,4.8,17.703472052446337,736.5
2011-01-07 22:00:00,3.9,15.396001425208011,646.2
2011-01-07 23:00:00,3.3,11.58161276263785,535.5
2011-01-08 00:00:00,3.4,13.039874732903334,566.7
2011-01-08 01:00:00,2.4,6.691615196197922,357.4
2011-01-08 02:00:00,1.4,4.620274381419234,186.6
2011-01-08 03:00:00,1.4,3.830372555883701,177.85
2011-01-08 04:00:00,1.2,3.3517690595025225,169.1
2011-01-08 05:00:00,1.2,3.376941467632198,184.2
2011-01-08 06:00:00,1.2,3.64173967489039,204.5
2011-01-08 07:00:00,1.3,4.467671749279885,212.5
2011-01-08 08:00:00,2.3,10.016669866719493,415.1
2011-01-08 09:00:00,3.4,14.720453409836011,582.9
2011-01-08 10:00:00,3.0,11.31290941623808,462.0
2011-01-08 11:00:00,2.5,10.373373792087863,387.0
2011-01-08 12:00:00,2.7,11.165570527452475,414.3
2011-01-08 13:00:00,2.8,13.092244786448635,439.8
2011-01-08 14:00:00,3.6,14.305786381113023,515.9
2011-01-08 15:00:00,3.1,12.757143466167717,495.0
2011-01-08 16:00:00,4.3,18.886468433195493,643.0
2011-01-08 17:00:00,4.6,17.857038651183213,724.7
2011-01-08 18:00:00,4.3,16.520167112897187,682.6
2011-01-08 19:00:00,4.3,16.919074565319683,681.2
2011-01-08 20:00:00,5.5,22.44031957962954,833.0
2011-01-08 21:00:00,3.4,13.636091225089844,513.5
2011-01-08 22:00:00,2.4,9.080938185610142,371.3
2011-01-08 23:00:00,1.6,6.015120208960161,212.5
2011-01-09 00:00:00,1.7,6.313818518864275,241.9
2011-01-09 01:00:00,1.6,5.524163125188419,240.9
2011-01-09 02:00:00,1.3,5.5604956576171745,217.9
2011-01-09 03:00:00,0.8,3.3517690595025225,143.75
2011-01-09 04:00:00,0.7,2.346607639800625,69.6
2011-01-09 05:00:00,0.6,1.8304312258349797,53.6
2011-01-09 06:00:00,0.6,1.6314007540189845,59.7
2011-01-09 07:00:00,0.5,1.585457879294722,55.3
2011-01-09 08:00:00,0.6,2.025609370348589,92.8
2011-01-09 09:00:00,0.7,1.9407718465191897,80.5
2011-01-09 10:00:00,0.9,3.512547535780659,108.7
2011-01-09 11:00:00,1.5,5.685834257884226,251.2
2011-01-09 12:00:00,1.9,8.080705308155137,284.1
2011-01-09 13:00:00,1.9,8.050252104073985,262.2
2011-01-09 14:00:00,2.2,12.579939370051848,255.5
2011-01-09 15:00:00,3.8,18.071262914720442,310.0
2011-01-09 16:00:00,2.0,8.73150190350893,268.5
2011-01-09 17:00:00,2.2,8.826222726457212,348.2
2011-01-09 18:00:00,3.3,14.127410287499904,395.7
2011-01-09 19:00:00,2.7,9.31281843867851,431.7
2011-01-09 20:00:00,2.6,11.553201624877465,419.0
2011-01-09 21:00:00,2.5,9.573380764703579,411.7
2011-01-09 22:00:00,1.5,5.8282613974034065,222.9
2011-01-09 23:00:00,1.9,7.463303030999023,242.3
2011-01-10 00:00:00,2.0,7.3634180851910065,287.5
2011-01-10 01:00:00,1.7,7.445634592498937,209.0
2011-01-10 02:00:00,1.2,3.8837376860121444,141.3
2011-01-10 03:00:00,0.9,2.0936764730867203,103.45
2011-01-10 04:00:00,0.6,1.3499583134462216,65.6
2011-01-10 05:00:00,-99.7,1.823963117541601,63.8
2011-01-10 06:00:00,-49.65,2.963972167403005,104.5
2011-01-10 07:00:00,0.4,6.680370115592837,302.8
2011-01-10 08:00:00,2.6,20.981985953180125,620.3
2011-01-10 09:00:00,3.5,21.368017549710537,589.5
2011-01-10 10:00:00,2.1,16.100782148292033,591.7
2011-01-10 11:00:00,2.1,16.42932280276125,697.7
2011-01-10 12:00:00,1.7,14.751953871194921,482.3
2011-01-10 13:00:00,2.6,20.065987126987594,574.7
2011-01-10 14:00:00,2.6,19.26448268373756,547.5
2011-01-10 15:00:00,2.4,19.290974886272963,498.3
2011-01-10 16:00:00,2.4,17.448785457922146,478.8
2011-01-10 17:00:00,2.0,17.011061860886493,419.8
2011-01-10 18:00:00,2.0,17.086482300273307,378.4
2011-01-10 19:00:00,3.1,16.412828604275592,340.1
2011-01-10 20:00:00,3.3,17.26301615174579,398.5
2011-01-10 21:00:00,3.3,14.633975213822607,448.7
2011-01-10 22:00:00,2.6,11.924863429687202,374.4
2011-01-10 23:00:00,1.7,7.31661206728073,243.8
2011-01-11 00:00:00,1.8,7.736450654175492,256.3
2011-01-11 01:00:00,1.5,4.867985701735958,212.3
2011-01-11 02:00:00,1.1,3.941904751445938,146.3
2011-01-11 03:00:00,0.9,2.1074048532660337,121.15
2011-01-11 04:00:00,0.7,2.87315397168927,96.0
2011-01-11 05:00:00,0.7,2.634371220535116,105.5
2011-01-11 06:00:00,0.9,3.3016653531086257,114.7
2011-01-11 07:00:00,1.3,5.221978232928398,236.4
2011-01-11 08:00:00,3.2,18.982865682243173,582.8
2011-01-11 09:00:00,5.1,26.484172419185324,662.3
2011-01-11 10:00:00,3.7,15.299847178535353,527.5
2011-01-11 11:00:00,3.2,15.564888908802702,548.5
2011-01-11 12:00:00,3.1,16.396341469574082,530.7
2011-01-11 13:00:00,3.0,16.149882816314935,493.2
2011-01-11 14:00:00,3.6,18.75535497964976,527.3
2011-01-11 15:00:00,3.2,17.985442521637722,487.3
2011-01-11 16:00:00,3.9,20.101932471979794,580.5
2011-01-11 17:00:00,3.4,17.601408620175995,530.7
2011-01-11 18:00:00,3.9,19.290974886272963,495.4
2011-01-11 19:00:00,3.6,19.69913018617026,487.2
2011-01-11 20:00:00,4.7,24.465649337695105,596.0
2011-01-11 21:00:00,4.1,18.390311283734544,594.9
2011-01-11 22:00:00,3.4,16.561530561590825,558.8
2011-01-11 23:00:00,3.5,16.20724746898854,585.6
2011-01-12 00:00:00,1.2,9.630239568062246,399.3
2011-01-12 01:00:00,2.4,11.397472532940633,399.4
2011-01-12 02:00:00,2.1,9.05532769248143,380.7
2011-01-12 03:00:00,1.1,4.340616682903839,271.3
2011-01-12 04:00:00,1.05,4.205894718223859,161.9
2011-01-12 05:00:00,1.0,4.66358706081456,182.5
2011-01-12 06:00:00,1.4,7.258283586063776,356.6
2011-01-12 07:00:00,1.8,9.30634368271899,478.8
2011-01-12 08:00:00,3.8,17.81432454746118,851.7
2011-01-12 09:00:00,4.1,20.057005076512233,821.6
2011-01-12 10:00:00,4.4,19.618987134871112,910.1
2011-01-12 11:00:00,3.5,16.520167112897187,800.2
2011-01-12 12:00:00,3.5,17.27144181627846,758.0
2011-01-12 13:00:00,3.8,17.703472052446337,647.2
2011-01-12 14:00:00,3.1,15.187991985721865,430.6
2011-01-12 15:00:00,3.4,18.16586643674536,491.3
2011-01-12 16:00:00,3.3,17.195673948819532,476.0
2011-01-12 17:00:00,3.4,17.55047127439625,537.7
2011-01-12 18:00:00,4.7,25.431591742494962,621.3
2011-01-12 19:00:00,5.7,28.351566489356,728.4
2011-01-12 20:00:00,5.6,27.53433392936267,715.9
2011-01-12 21:00:00,5.9,23.32380415074785,782.0
2011-01-12 22:00:00,3.6,15.164068552106674,549.5
2011-01-12 23:00:00,2.5,11.144589364521869,376.5
2011-01-13 00:00:00,2.9,11.503553738991377,391.4
2011-01-13 01:00:00,2.5,10.184263392187276,433.0
2011-01-13 02:00:00,1.7,6.0420193394438195,286.7
2011-01-13 03:00:00,1.6,6.2590510600905835,239.1
2011-01-13 04:00:00,1.1,3.715829951605313,191.5
2011-01-13 05:00:00,0.9,3.23123660450304,161.2
2011-01-13 06:00:00,1.0,3.693972668781659,194.1
2011-01-13 07:00:00,1.6,8.032003716425482,343.3
2011-01-13 08:00:00,3.1,16.33046358954291,623.7
2011-01-13 09:00:00,4.1,23.97897659273788,758.3
2011-01-13 10:00:00,3.9,15.686003446081612,760.2
2011-01-13 11:00:00,3.6,16.520167112897187,712.8
2011-01-13 12:00:00,3.2,12.801609521790523,615.3
2011-01-13 13:00:00,2.2,11.298841672134818,318.9
2011-01-13 14:00:00,2.4,12.905620045576335,338.4
2011-01-13 15:00:00,2.7,14.05015325074239,379.6
2011-01-13 16:00:00,2.7,15.839989355585663,365.6
2011-01-13 17:00:00,3.9,19.931436447584986,567.1
2011-01-13 18:00:00,5.2,26.646161412299037,701.6
2011-01-13 19:00:00,4.0,19.75263625123044,522.8
2011-01-13 20:00:00,2.9,13.280010624885582,373.3
2011-01-13 21:00:00,3.3,13.024928299631267,466.5
2011-01-13 22:00:00,2.0,7.528239978446694,259.7
2011-01-13 23:00:00,1.8,7.826424205287786,244.3
2011-01-14 00:00:00,2.7,8.756718181342892,317.2
2011-01-14 01:00:00,1.8,6.3853200900791585,223.6
2011-01-14 02:00:00,1.3,4.467671749279885,175.8
2011-01-14 03:00:00,1.0,3.6460803085229134,139.3
2011-01-14 04:00:00,1.1,4.18285001004356,102.8
2011-01-14 05:00:00,1.6,6.872631584563263,366.7
2011-01-14 06:00:00,1.3,4.976540188187734,326.4
2011-01-14 07:00:00,1.4,7.287422947152213,373.9
2011-01-14 08:00:00,5.0,24.54390359233819,755.6
2011-01-14 09:00:00,4.3,16.852308316808735,690.0
2011-01-14 10:00:00,4.1,17.652408888465633,753.5
2011-01-14 11:00:00,3.8,17.061326349640385,749.8
2011-01-14 12:00:00,3.1,14.736200052099626,589.6
2011-01-14 13:00:00,3.3,17.406490734232722,525.2
2011-01-14 14:00:00,3.1,15.060586200172954,405.8
2011-01-14 15:00:00,2.7,14.539883225021015,359.7
2011-01-14 16:00:00,3.4,16.894024033164243,448.3
2011-01-14 17:00:00,5.0,24.328960842858464,733.1
2011-01-14 18:00:00,5.7,26.131290837657744,847.3
2011-01-14 19:00:00,5.8,26.362957136673703,764.9
2011-01-14 20:00:00,5.8,25.720484690188368,715.3
2011-01-14 21:00:00,5.0,18.226178291697384,715.6
2011-01-14 22:00:00,1.7,6.150127048830166,234.8
2011-01-14 23:00:00,1.6,6.731036454520945,198.4
2011-01-15 00:00:00,2.3,7.475091907282833,292.9
2011-01-15 01:00:00,2.4,7.486888715241108,356.2
2011-01-15 02:00:00,2.0,6.182718636981682,284.8
2011-01-15 03:00:00,1.6,5.0711119746790105,275.3
2011-01-15 04:00:00,1.35,4.843456686376924,265.8
2011-01-15 05:00:00,1.1,3.108533724931268,157.9
2011-01-15 06:00:00,1.0,2.818464253455941,94.5
2011-01-15 07:00:00,1.3,4.307931854750126,148.4
2011-01-15 08:00:00,1.9,9.704809865547722,336.5
2011-01-15 09:00:00,2.6,10.928770146232752,452.8
2011-01-15 10:00:00,2.7,10.632392251862324,496.7
2011-01-15 11:00:00,2.4,9.976623939037177,448.1
2011-01-15 12:00:00,2.7,11.58161276263785,495.5
2011-01-15 13:00:00,3.1,15.556828839674514,534.6
2011-01-15 14:00:00,4.4,18.148650134000402,643.7
2011-01-15 15:00:00,3.2,12.330711570529866,458.8
2011-01-15 16:00:00,2.9,11.418655250761152,408.7
2011-01-15 17:00:00,3.0,15.164068552106674,514.8
2011-01-15 18:00:00,3.7,17.43186231729554,640.1
2011-01-15 19:00:00,5.2,20.81746308831208,816.4
2011-01-15 20:00:00,3.3,12.823867281040247,504.7
2011-01-15 21:00:00,3.6,14.736200052099626,560.3
2011-01-15 22:00:00,2.3,8.270607965023949,388.8
2011-01-15 23:00:00,3.0,11.067802428479904,491.6
2011-01-16 00:00:00,3.8,13.613242731779579,530.5
2011-01-16 01:00:00,3.2,9.803882650947754,487.4
2011-01-16 02:00:00,2.1,7.623121501642551,292.7
2011-01-16 03:00:00,1.7,6.025873720736165,255.75
2011-01-16 04:00:00,1.7,5.892044005394133,218.8
2011-01-16 05:00:00,1.4,4.18285001004356,198.1
2011-01-16 06:00:00,1.2,4.477145352169449,165.9
2011-01-16 07:00:00,1.4,5.400366310442631,254.9
2011-01-16 08:00:00,1.4,4.750728721412927,311.8
2011-01-16 09:00:00,1.7,6.324796413352322,235.9
2011-01-16 10:00:00,1.0,2.5816785814911887,171.5
2011-01-16 11:00:00,1.0,2.634371220535116,138.2
2011-01-16 12:00:00,0.8,2.2397262256059056,121.0
2011-01-16 13:00:00,1.0,2.991851350574233,143.3
2011-01-16 14:00:00,0.8,1.892364265362843,114.4
2011-01-16 15:00:00,0.7,1.9952925599534803,106.7
2011-01-16 16:00:00,1.1,2.837944850489492,175.7
2011-01-16 17:00:00,1.1,3.2560198724812985,180.3
2011-01-16 18:00:00,1.2,3.3517690595025225,212.0
2011-01-16 19:00:00,2.0,7.084494010841125,330.7
2011-01-16 20:00:00,2.2,7.375139467546298,368.7
2011-01-16 21:00:00,1.5,4.345294539851805,273.7
2011-01-16 22:00:00,1.2,3.8881989834382815,198.5
2011-01-16 23:00:00,1.5,5.151339345473077,248.2
2011-01-17 00:00:00,1.4,3.8215089851427604,197.2
2011-01-17 01:00:00,1.2,3.49973785390122,147.2
2011-01-17 02:00:00,1.0,2.9362043355061673,135.4
2011-01-17 03:00:00,0.6,1.3699182679049202,114.95
2011-01-17 04:00:00,0.7,1.128159126760939,94.5
2011-01-17 05:00:00,0.5,1.0477964086026725,94.1
2011-01-17 06:00:00,0.7,1.591551252581906,120.6
2011-01-17 07:00:00,1.0,3.238112747070486,130.6
2011-01-17 08:00:00,3.0,15.888749669624614,552.2
2011-01-17 09:00:00,4.1,17.99401672262385,614.1
2011-01-17 10:00:00,3.1,14.688981660327341,530.1
2011-01-17 11:00:00,3.8,15.13219565446863,720.7
2011-01-17 12:00:00,2.7,13.378099027683405,473.9
2011-01-17 13:00:00,3.1,14.539883225021015,514.3
2011-01-17 14:00:00,3.1,14.665396695794612,504.1
2011-01-17 15:00:00,3.2,16.96922309377972,507.6
2011-01-17 16:00:00,3.3,15.283846444717812,528.6
2011-01-17 17:00:00,4.0,21.20220806763348,676.4
2011-01-17 18:00:00,8.6,42.95668390925849,1216.0
2011-01-17 19:00:00,8.7,37.2164971624285,1229.6
2011-01-17 20:00:00,3.6,16.702495983514385,581.9
2011-01-17 21:00:00,3.0,13.431043277829003,460.1
2011-01-17 22:00:00,1.9,8.66231706770454,339.9
2011-01-17 23:00:00,1.9,7.4221044525949695,298.2
2011-01-18 00:00:00,1.6,6.7253988028298295,300.4
2011-01-18 01:00:00,1.4,4.976540188187734,223.2
2011-01-18 02:00:00,1.0,3.410629499321059,151.3
2011-01-18 03:00:00,0.7,2.400843067625029,129.75
2011-01-18 04:00:00,0.75,2.1074048532660337,108.2
2011-01-18 05:00:00,0.8,2.4776583598193884,124.5
2011-01-18 06:00:00,0.9,3.45293985090343,181.4
2011-01-18 07:00:00,1.5,6.946757178144978,340.7
2011-01-18 08:00:00,3.1,16.810636577549868,552.0
2011-01-18 09:00:00,5.1,20.291095282634668,838.6
2011-01-18 10:00:00,5.8,24.96634385269646,1048.8
2011-01-18 11:00:00,3.8,17.170449557999405,796.0
2011-01-18 12:00:00,4.4,21.44188734627165,999.4
2011-01-18 13:00:00,4.9,25.1045452982116,1021.6
2011-01-18 14:00:00,5.2,27.95719537007178,1023.2
2011-01-18 15:00:00,4.6,26.101137780573545,1064.9
2011-01-18 16:00:00,4.8,24.651677100078597,1097.8
2011-01-18 17:00:00,4.9,24.47542529281448,1099.4
2011-01-18 18:00:00,4.9,27.69902610328447,939.3
2011-01-18 19:00:00,5.5,26.030838376143286,875.3
2011-01-18 20:00:00,4.2,21.664148451924888,745.2
2011-01-18 21:00:00,1.5,6.031253547102022,338.5
2011-01-18 22:00:00,0.1,3.2975045724737595,135.1
2011-01-18 23:00:00,0.2,4.882728460742918,167.4
2011-01-19 00:00:00,0.9,6.624265714580932,231.9
2011-01-19 01:00:00,1.0,6.652292699030296,272.9
2011-01-19 02:00:00,0.4,4.4157199544098225,165.3
2011-01-19 03:00:00,-99.8,1.54910715939132,119.95
2011-01-19 04:00:00,-149.9,1.0657213322405765,74.6
2011-01-19 05:00:00,-174.95,0.9259746755846645,53.3
2011-01-19 06:00:00,-87.425,1.1626105288193087,71.6
2011-01-19 07:00:00,0.1,2.5368752045930543,130.3
2011-01-19 08:00:00,0.7,7.5578360251108405,265.4
2011-01-19 09:00:00,1.2,7.258283586063776,314.4
2011-01-19 10:00:00,0.2,3.659115432891102,193.5
2011-01-19 11:00:00,-99.9,2.470298210529167,180.4
2011-01-19 12:00:00,-49.800000000000004,2.718089095832183,180.8
2011-01-19 13:00:00,0.3,4.581918958781177,193.1
2011-01-19 14:00:00,0.6,6.736676120001603,262.8
2011-01-19 15:00:00,0.2,4.33594097421864,176.2
2011-01-19 16:00:00,0.2,4.326596003001521,168.3
2011-01-19 17:00:00,0.7,4.068437354625373,169.5
2011-01-19 18:00:00,1.8,7.60529263256302,234.1
2011-01-19 19:00:00,2.2,7.0269635668209025,255.8
2011-01-19 20:00:00,2.3,9.593046413094703,257.3
2011-01-19 21:00:00,2.6,7.820412173392475,316.6
2011-01-19 22:00:00,1.1,2.370647046109821,134.5
2011-01-19 23:00:00,1.2,3.923967933836034,159.4
2011-01-20 00:00:00,1.8,4.077540556909493,186.2
2011-01-20 01:00:00,1.1,2.4813419346402656,102.0
2011-01-20 02:00:00,0.9,1.324479273489887,74.9
2011-01-20 03:00:00,0.7,1.1519630546144375,57.95
2011-01-20 04:00:00,0.6,0.7235402315155566,41.0
2011-01-20 05:00:00,0.6,0.9429840465020838,50.0
2011-01-20 06:00:00,0.9,2.904606217271302,189.1
2011-01-20 07:00:00,1.0,2.7411147981917328,181.9
2011-01-20 08:00:00,3.4,14.422632313865634,636.4
2011-01-20 09:00:00,4.2,17.229331023414908,703.9
2011-01-20 10:00:00,4.4,17.440323012500485,853.9
2011-01-20 11:00:00,2.9,11.475224454288908,651.6
2011-01-20 12:00:00,2.6,11.932059899493012,528.8
2011-01-20 13:00:00,2.6,12.609399984135923,438.2
2011-01-20 14:00:00,3.0,14.336905671238044,438.2
2011-01-20 15:00:00,2.3,10.332725294089727,378.0
2011-01-20 16:00:00,3.0,14.547714339820427,481.8
2011-01-20 17:00:00,4.5,21.906033133596225,709.2
2011-01-20 18:00:00,6.0,28.539195322468842,795.9
